recency_days,frequency,monetary,avg_review_score,avg_installments,avg_freight,avg_items_per_order,state_freq_encoding,credit_card_usage_ratio,avg_delivery_days
315,1,75.46,5.0,7.0,23.46,2.0,0.419320263070263,1.0,2.0
584,1,76.74,1.0,6.0,11.84,1.0,0.419320263070263,1.0,3.0
236,1,216.87,4.0,4.0,17.87,1.0,0.1171224608724608,1.0,5.0
153,1,96.81,5.0,4.0,8.91,1.0,0.419320263070263,1.0,6.0
21,1,53.02,5.0,1.0,23.13,1.0,0.1171224608724608,1.0,15.0
346,1,65.24,4.0,1.0,9.34,1.0,0.419320263070263,0.0,3.0
111,1,64.23,5.0,1.0,15.23,1.0,0.1171224608724608,1.0,10.0
71,1,164.12,5.0,1.0,19.12,1.0,0.1171224608724608,1.0,6.0
448,1,61.01,4.0,1.0,16.11,1.0,0.128798285048285,0.0,11.0
230,1,82.98,3.0,1.0,13.08,1.0,0.419320263070263,1.0,12.0
156,1,40.96,1.0,1.0,22.06,1.0,0.128798285048285,1.0,36.0
141,1,236.66,3.0,4.0,37.66,1.0,0.0098755411255411,1.0,30.0
131,1,399.93,1.0,3.0,69.92999999999999,3.0,0.0549138361638361,1.0,24.0
279,1,136.59,5.0,1.0,16.6,1.0,0.0367236929736929,0.0,14.0
267,1,134.59,5.0,2.0,14.59,1.0,0.1171224608724608,1.0,12.0
67,1,136.04,5.0,1.0,16.14,1.0,0.419320263070263,1.0,5.0
181,1,263.22,3.0,1.0,70.23,1.0,0.0367236929736929,0.0,19.0
411,1,64.1,5.0,1.0,15.1,1.0,0.128798285048285,1.0,6.0
467,1,217.06,5.0,1.0,17.16,1.0,0.419320263070263,0.0,13.0
43,1,58.91,5.0,1.0,8.51,1.0,0.419320263070263,1.0,3.0
80,1,84.3,5.0,1.0,7.4,1.0,0.419320263070263,1.0,3.0
31,1,425.06,5.0,1.0,45.26,2.0,0.1171224608724608,0.0,7.0
323,1,45.56,5.0,1.0,15.56,2.0,0.419320263070263,1.0,5.0
257,1,152.0,5.0,2.0,47.0,1.0,0.0006972194472194,0.5,24.0
544,1,54.52,4.0,1.0,14.52,1.0,0.128798285048285,0.0,16.0
251,1,201.65,5.0,1.0,21.75,1.0,0.128798285048285,1.0,20.0
323,1,117.67,4.0,5.0,12.24,1.0,0.419320263070263,1.0,8.0
436,1,37.62,4.0,1.0,17.63,1.0,0.0098755411255411,1.0,9.0
34,1,136.0,5.0,3.0,30.1,2.0,0.419320263070263,1.0,6.0
433,1,51.37,5.0,5.0,25.38,1.0,0.000801282051282,1.0,11.0
440,1,94.3,5.0,3.0,15.3,1.0,0.0508033633033633,1.0,12.0
346,1,242.0,5.0,4.0,13.1,1.0,0.419320263070263,1.0,5.0
184,1,32.38,5.0,1.0,12.48,1.0,0.419320263070263,1.0,8.0
220,1,102.46,5.0,1.0,13.46,1.0,0.128798285048285,1.0,4.0
279,1,69.31,5.0,6.0,13.41,1.0,0.419320263070263,1.0,10.0
464,1,472.63,5.0,10.0,23.63,1.0,0.419320263070263,1.0,6.0
104,1,17.38,5.0,1.0,7.39,1.0,0.419320263070263,0.0,4.0
427,1,131.15,5.0,5.0,38.17,1.0,0.034090909090909,1.0,26.0
529,1,34.86,5.0,1.0,10.96,1.0,0.1171224608724608,0.0,5.0
180,1,115.78,5.0,1.0,35.88,1.0,0.0049325674325674,0.0,21.0
430,1,522.57,3.0,10.0,66.87,1.0,0.419320263070263,1.0,8.0
163,1,41.12,3.0,2.0,7.87,1.0,0.419320263070263,1.0,3.0
69,1,58.39,4.156186520855942,1.0,23.4,1.0,0.0091054778554778,0.0,14.0
121,1,89.36,4.0,1.0,19.46,1.0,0.419320263070263,0.0,8.0
177,1,17.4,4.0,1.0,8.4,1.0,0.419320263070263,1.0,1.0
468,1,148.72,4.0,1.0,21.73,1.0,0.128798285048285,0.3333333333333333,6.0
391,1,117.95,5.0,2.0,17.95,1.0,0.128798285048285,1.0,6.0
437,1,361.2,4.0,10.0,25.36,2.0,0.419320263070263,1.0,8.0
99,1,183.0,4.0,1.0,33.0,2.0,0.1171224608724608,1.0,15.0
99,1,195.89,5.0,1.0,15.99,1.0,0.419320263070263,0.0,5.0
308,1,36.78,4.0,1.0,7.78,1.0,0.419320263070263,0.0,2.0
59,1,227.34,5.0,4.0,28.34,1.0,0.1171224608724608,1.0,7.0
130,1,80.3,1.0,1.0,15.31,1.0,0.0035485347985347,0.0,33.0
46,1,45.89,4.0,1.0,18.29,1.0,0.1171224608724608,0.0,8.0
227,1,85.14,5.0,1.0,15.24,1.0,0.419320263070263,0.0,14.0
14,1,132.26,5.0,3.0,11.86,1.0,0.419320263070263,1.0,5.0
203,1,46.75,5.0,1.0,11.85,1.0,0.419320263070263,0.0,13.0
70,1,55.83,5.0,2.0,18.36,1.0,0.0549138361638361,1.0,5.0
319,1,105.08,5.0,4.0,20.08,1.0,0.128798285048285,1.0,9.0
212,1,121.09,5.0,1.0,21.19,1.0,0.0549138361638361,0.0,24.0
235,1,313.2,3.0,6.0,13.3,1.0,0.419320263070263,1.0,5.0
488,1,86.14,1.0,1.0,11.14,1.0,0.419320263070263,1.0,11.0
452,1,79.88,4.0,1.0,23.27,1.0,0.034090909090909,0.0,75.0
125,1,123.67,1.0,5.0,13.67,1.0,0.419320263070263,1.0,4.0
107,1,89.46,5.0,1.0,19.46,1.0,0.0549138361638361,1.0,7.0
345,1,50.65,1.0,5.0,28.75,1.0,0.0098755411255411,1.0,59.0
112,1,123.18,3.0,3.0,23.28,1.0,0.020302614052614,1.0,26.0
580,1,56.05,5.0,2.0,16.05,1.0,0.0549138361638361,1.0,5.0
374,1,110.93,5.0,1.0,21.03,1.0,0.0215721778221778,0.0,9.0
289,1,270.72,4.0,5.0,30.72,1.0,0.1171224608724608,1.0,16.0
228,1,63.27,5.0,1.0,13.37,1.0,0.419320263070263,1.0,8.0
176,1,38.13,5.0,1.0,18.23,1.0,0.0549138361638361,1.0,7.0
103,2,2340.08,5.0,1.0,50.83,1.0,0.419320263070263,0.0,13.5
72,1,134.83,5.0,2.0,24.93,1.0,0.419320263070263,1.0,5.0
152,1,161.48,4.0,7.0,13.48,1.0,0.419320263070263,1.0,7.0
547,1,147.06,4.0,1.0,18.26,2.0,0.419320263070263,1.0,5.0
194,1,142.1,5.0,1.0,41.1,1.0,0.128798285048285,0.0,11.0
292,1,241.19,4.0,8.0,13.1,1.0,0.419320263070263,1.0,12.0
135,1,127.4,1.0,1.0,27.42,2.0,0.419320263070263,1.0,3.0
233,1,164.83,1.0,1.0,28.03,2.0,0.419320263070263,0.0,16.0
115,1,58.23,5.0,5.0,18.23,1.0,0.0204274891774891,1.0,10.0
573,1,49.74,3.0,1.0,24.84,1.0,0.0050158175158175,1.0,18.0
286,1,343.35,1.0,1.0,64.35,1.0,0.0166916416916416,1.0,41.0
509,1,69.61,5.0,1.0,26.61,1.0,0.0075445387945387,1.0,32.0
300,1,1485.31,5.0,10.0,135.31,1.0,0.128798285048285,1.0,14.0
315,1,154.63,4.0,10.0,14.73,1.0,0.128798285048285,1.0,5.0
380,1,135.87,3.0,10.0,18.07,1.0,0.128798285048285,1.0,8.0
438,1,90.72,4.0,1.0,26.74,2.0,0.419320263070263,1.0,1.0
393,1,223.14,5.0,10.0,18.14,1.0,0.419320263070263,1.0,8.0
66,2,155.18,5.0,1.0,17.095,1.0,0.419320263070263,0.5,7.0
121,1,72.77,5.0,2.0,7.87,1.0,0.419320263070263,1.0,2.0
22,1,164.32,5.0,1.0,28.12,2.0,0.419320263070263,0.0,12.0
546,1,321.74,5.0,1.0,35.44,2.0,0.419320263070263,0.0,6.0
575,1,63.65,4.0,1.0,11.75,1.0,0.419320263070263,0.0,7.0
325,1,102.37,1.0,5.0,14.37,1.0,0.0215721778221778,1.0,5.0
405,1,58.13,5.0,1.0,13.23,1.0,0.128798285048285,0.0,5.0
115,1,38.29,5.0,1.0,7.39,1.0,0.419320263070263,1.0,2.0
112,1,120.92,5.0,1.0,13.22,1.0,0.0508033633033633,1.0,5.0
107,1,166.29,5.0,8.0,19.99,1.0,0.419320263070263,1.0,6.0
12,1,245.19,5.0,10.0,45.2,1.0,0.128798285048285,1.0,6.0
276,1,166.29,5.0,4.0,18.29,1.0,0.419320263070263,1.0,23.0
141,1,283.42,5.0,4.0,104.42,1.0,0.128798285048285,1.0,13.0
404,1,110.17,3.0,10.0,30.19,2.0,0.1171224608724608,1.0,5.0
202,1,24.75,5.0,1.0,11.85,1.0,0.419320263070263,1.0,13.0
72,1,192.11,5.0,2.0,23.11,1.0,0.128798285048285,1.0,16.0
576,2,130.1,5.0,1.0,16.05,1.0,0.1171224608724608,0.0,7.5
134,1,52.34,5.0,1.0,9.44,1.0,0.419320263070263,0.0,2.0
166,1,108.76,5.0,2.0,19.59,1.0,0.419320263070263,1.0,19.0
207,1,137.58,4.0,10.0,30.59,1.0,0.128798285048285,1.0,25.0
205,1,50.09,4.0,5.0,15.1,1.0,0.1171224608724608,1.0,17.0
491,1,98.84,3.0,2.0,29.04,2.0,0.1171224608724608,1.0,7.0
174,1,67.23,1.0,4.0,18.23,1.0,0.128798285048285,1.0,29.0
106,1,175.98,1.0,5.0,18.98,1.0,0.128798285048285,1.0,26.0
212,1,137.66,5.0,5.0,33.86,2.0,0.128798285048285,1.0,24.0
194,1,209.21,5.0,1.0,10.21,1.0,0.419320263070263,0.0,4.0
504,1,119.39,1.0,2.0,19.4,1.0,0.0549138361638361,1.0,19.0
367,1,478.67,5.0,10.0,17.97,1.0,0.419320263070263,1.0,10.0
12,1,62.17,4.0,6.0,18.11,1.0,0.128798285048285,1.0,7.0
257,1,330.76,5.0,2.0,21.0,2.0,0.1171224608724608,1.0,20.0
11,3,214.9,5.0,1.0,15.066666666666668,1.0,0.1171224608724608,0.6666666666666666,10.0
107,1,122.32,5.0,1.0,13.42,1.0,0.0367236929736929,0.0,6.0
371,1,116.94,5.0,4.0,17.94,1.0,0.128798285048285,1.0,11.0
335,1,86.15,5.0,1.0,15.25,1.0,0.1171224608724608,0.0,11.0
263,1,66.91,4.0,1.0,16.92,1.0,0.128798285048285,0.0,18.0
533,1,52.1,1.0,1.0,14.11,1.0,0.128798285048285,0.0,13.0
31,1,68.96,5.0,1.0,13.97,1.0,0.419320263070263,0.0,3.0
17,1,235.06,5.0,4.0,35.16,1.0,0.0508033633033633,1.0,12.0
28,1,97.59,5.0,1.0,17.69,1.0,0.419320263070263,0.0,6.0
10,1,30.4,5.0,1.0,8.9,1.0,0.419320263070263,1.0,3.0
26,2,369.21,5.0,11.0,36.605,1.0,0.0367236929736929,1.0,7.5
253,1,74.16,1.0,1.0,14.17,1.0,0.419320263070263,0.0,15.0
69,1,40.24,4.0,1.0,18.25,1.0,0.020302614052614,0.0,12.0
178,1,65.05,1.0,6.0,15.1,1.0,0.020302614052614,1.0,40.0
289,1,88.08,1.0,1.0,13.08,1.0,0.419320263070263,1.0,20.0
490,1,183.67,5.0,1.0,13.77,1.0,0.419320263070263,0.0,4.0
166,1,457.08,1.0,8.0,37.08,4.0,0.128798285048285,1.0,6.0
391,1,68.04,5.0,4.0,16.12,1.0,0.0508033633033633,1.0,13.0
162,1,77.28,1.0,1.0,18.29,1.0,0.128798285048285,1.0,28.0
391,1,50.09,4.0,1.0,15.1,1.0,0.128798285048285,1.0,13.0
232,1,45.09,5.0,3.0,15.1,1.0,0.0367236929736929,1.0,20.0
63,1,321.31,5.0,10.0,45.82,1.0,0.1171224608724608,1.0,5.0
204,1,175.87,5.0,1.0,15.87,1.0,0.128798285048285,1.0,9.0
103,1,391.46,5.0,8.0,21.56,1.0,0.0204274891774891,1.0,6.0
11,1,48.34,5.0,4.0,8.44,1.0,0.419320263070263,1.0,3.0
420,1,120.87,5.0,6.0,17.97,1.0,0.419320263070263,1.0,15.0
142,1,64.33,5.0,6.0,13.43,1.0,0.419320263070263,1.0,2.0
117,1,80.88,5.0,1.0,22.99,1.0,0.1171224608724608,0.0,16.0
273,1,37.09,2.0,1.0,15.1,1.0,0.128798285048285,1.0,34.0
30,1,20.06,4.0,1.0,7.39,1.0,0.419320263070263,0.0,11.0
136,1,61.38,4.0,2.0,7.39,1.0,0.419320263070263,1.0,4.0
36,1,37.37,3.0,3.0,7.47,1.0,0.419320263070263,1.0,6.0
493,1,123.25,5.0,1.0,13.35,1.0,0.419320263070263,0.0,9.0
212,2,180.92,5.0,1.0,17.76,1.0,0.0215721778221778,0.0,17.0
168,1,449.74,3.0,1.0,69.74,2.0,0.0508033633033633,0.0,12.0
224,1,48.62,4.0,4.0,8.72,1.0,0.419320263070263,1.0,6.0
173,1,387.27,1.0,10.0,17.47,1.0,0.128798285048285,1.0,42.0
58,1,27.68,5.0,1.0,7.88,1.0,0.1171224608724608,1.0,1.0
360,1,192.66,1.0,1.0,12.76,1.0,0.419320263070263,0.0,35.0
17,1,74.59,4.0,1.0,18.49,1.0,0.1171224608724608,1.0,4.0
450,1,46.75,5.0,2.0,11.85,1.0,0.419320263070263,1.0,8.0
280,1,52.5,5.0,2.0,17.6,1.0,0.0367236929736929,1.0,14.0
316,1,131.73,5.0,4.0,14.43,1.0,0.419320263070263,1.0,5.0
401,1,118.41,5.0,1.0,8.51,1.0,0.419320263070263,0.0,7.0
345,1,73.43,5.0,1.0,13.44,1.0,0.419320263070263,0.0,9.0
71,1,2065.77,5.0,1.0,88.77,3.0,0.419320263070263,0.0,5.0
422,1,28.0,5.0,1.0,15.1,1.0,0.419320263070263,1.0,8.0
57,1,41.37,5.0,1.0,16.37,1.0,0.419320263070263,1.0,5.0
124,1,171.0,5.0,1.0,21.1,1.0,0.1171224608724608,1.0,16.0
115,1,65.22,5.0,1.0,15.23,1.0,0.020302614052614,0.0,8.0
200,1,42.0,4.0,4.0,14.1,1.0,0.419320263070263,1.0,16.0
268,1,96.05,5.0,1.0,17.8,1.0,0.0508033633033633,0.0,9.0
438,1,60.7,5.0,1.0,23.7,2.0,0.419320263070263,1.0,5.0
282,1,45.76,5.0,1.0,9.27,1.0,0.419320263070263,1.0,4.0
278,1,806.46,3.0,10.0,26.47,1.0,0.419320263070263,1.0,13.0
278,1,168.36,4.0,2.0,38.46,1.0,0.128798285048285,1.0,10.0
162,1,86.48,1.0,4.0,26.5,2.0,0.419320263070263,1.0,9.0
388,1,163.48,5.0,1.0,21.48,1.0,0.419320263070263,0.0,7.0
425,1,57.14,5.0,2.0,16.54,2.0,0.419320263070263,1.0,4.0
269,1,152.48,5.0,1.0,12.48,1.0,0.419320263070263,0.0,9.0
72,1,43.27,5.0,4.0,18.28,1.0,0.128798285048285,1.0,6.0
235,1,33.0,5.0,1.0,14.1,1.0,0.128798285048285,0.0,4.0
421,1,68.89,5.0,1.0,11.9,1.0,0.419320263070263,0.0,8.0
235,1,90.17,4.0,2.0,20.97,1.0,0.419320263070263,1.0,23.0
10,1,329.8,5.0,5.0,59.9,1.0,0.1171224608724608,1.0,9.0
111,1,328.08,5.0,3.0,9.1,1.0,0.419320263070263,1.0,3.0
152,1,69.94,2.0,1.0,37.04,1.0,0.0136426073926073,0.0,41.0
216,1,1727.67,1.0,10.0,32.67,1.0,0.0050158175158175,1.0,40.0
370,1,76.88,5.0,1.0,17.98,1.0,0.034090909090909,1.0,15.0
206,1,371.59,5.0,4.0,21.69,1.0,0.1171224608724608,1.0,12.0
531,1,177.76,3.0,10.0,17.86,1.0,0.0367236929736929,1.0,19.0
175,1,354.06,5.0,6.0,54.26,2.0,0.0508033633033633,1.0,21.0
408,1,188.37,5.0,1.0,18.47,1.0,0.0091054778554778,0.5,25.0
73,1,100.7,5.0,3.0,15.7,1.0,0.419320263070263,1.0,4.0
161,1,43.22,5.0,1.0,15.23,1.0,0.1171224608724608,1.0,13.0
106,1,50.38,3.0,1.0,14.43,1.0,0.419320263070263,0.0,6.0
260,1,65.96,5.0,1.0,17.06,1.0,0.419320263070263,1.0,8.0
312,1,228.88,5.0,1.0,28.9,2.0,0.0549138361638361,0.0,19.0
259,1,116.24,5.0,1.0,26.25,1.0,0.1171224608724608,1.0,5.0
162,1,43.61,5.0,1.0,13.71,1.0,0.419320263070263,1.0,13.0
135,1,264.18,5.0,10.0,24.18,1.0,0.0014880952380952,1.0,30.0
284,1,65.01,5.0,1.0,16.11,1.0,0.1171224608724608,1.0,10.0
279,1,116.94,4.0,1.0,16.95,1.0,0.419320263070263,0.0,11.0
178,2,391.29,3.0,6.0,31.71,1.0,0.1171224608724608,1.0,35.5
166,1,32.78,5.0,1.0,12.79,1.0,0.419320263070263,1.0,13.0
147,1,43.31,3.0,1.0,8.82,1.0,0.419320263070263,1.0,5.0
291,1,63.6,5.0,6.0,12.7,1.0,0.419320263070263,1.0,11.0
512,1,48.86,5.0,2.0,10.96,1.0,0.419320263070263,1.0,5.0
462,1,51.0,2.0,5.0,15.1,1.0,0.020302614052614,1.0,12.0
209,1,131.73,5.0,2.0,14.43,1.0,0.419320263070263,1.0,6.0
398,1,148.88,1.0,1.0,33.89,2.0,0.0091054778554778,0.0,7.0
481,1,165.09,5.0,1.0,32.39,1.0,0.002840909090909,0.0,9.0
267,1,208.51,4.0,1.0,18.61,1.0,0.128798285048285,1.0,14.0
16,1,87.83,5.0,1.0,12.83,1.0,0.419320263070263,0.0,3.0
522,1,72.99,3.0,1.0,13.0,1.0,0.419320263070263,1.0,3.0
64,1,192.98,5.0,3.0,23.98,1.0,0.419320263070263,1.0,7.0
406,1,129.64,5.0,2.0,9.65,1.0,0.419320263070263,1.0,4.0
56,1,335.73,5.0,1.0,45.83,1.0,0.1171224608724608,0.0,6.0
380,1,366.65,5.0,4.0,27.65,1.0,0.1171224608724608,1.0,10.0
120,1,48.28,5.0,1.0,8.29,1.0,0.419320263070263,1.0,2.0
331,1,77.57,5.0,1.0,17.67,1.0,0.1171224608724608,1.0,8.0
547,1,85.6,4.0,1.0,15.7,1.0,0.419320263070263,0.0,13.0
137,1,112.25,1.0,8.0,13.81,1.0,0.419320263070263,1.0,9.0
375,1,135.39,5.0,1.0,15.59,1.0,0.0204274891774891,0.0,15.0
156,1,121.3,5.0,1.0,22.4,1.0,0.128798285048285,1.0,15.0
193,1,77.89,4.0,1.0,17.99,1.0,0.1171224608724608,0.5,9.0
250,1,137.99,3.0,10.0,18.09,1.0,0.128798285048285,1.0,12.0
231,1,139.43,5.0,1.0,34.53,1.0,0.0549138361638361,0.0,12.0
115,1,155.98,5.0,1.0,26.98,1.0,0.419320263070263,1.0,11.0
2,1,98.26,5.0,5.0,13.26,1.0,0.419320263070263,1.0,3.0
197,1,376.76,5.0,7.0,26.76,1.0,0.419320263070263,1.0,15.0
440,1,202.87,4.0,2.0,17.06,1.0,0.419320263070263,1.0,12.0
27,1,78.27,5.0,1.0,19.6,1.0,0.1171224608724608,0.0,17.0
225,1,74.07,5.0,5.0,14.17,1.0,0.419320263070263,1.0,6.0
344,1,48.63,5.0,1.0,11.73,1.0,0.419320263070263,0.0,7.0
472,1,39.0,5.0,1.0,14.1,1.0,0.0549138361638361,0.0,4.0
233,1,220.58,1.0,3.0,40.59,1.0,0.128798285048285,1.0,48.0
280,1,94.4,4.0,1.0,9.41,1.0,0.419320263070263,0.0,5.0
29,1,47.54,5.0,1.0,7.54,1.0,0.419320263070263,0.0,5.0
137,1,644.54,5.0,10.0,194.64,1.0,0.128798285048285,1.0,7.0
375,1,257.04,5.0,3.0,37.05,1.0,0.419320263070263,1.0,10.0
285,1,29.75,4.0,1.0,11.85,1.0,0.419320263070263,0.0,15.0
112,1,2759.95,5.0,10.0,70.95,1.0,0.034090909090909,1.0,5.0
254,1,104.2,4.0,2.0,30.2,2.0,0.0549138361638361,1.0,9.0
123,1,84.42999999999999,5.0,8.0,12.43,1.0,0.419320263070263,0.5,3.0
176,1,56.96,5.0,1.0,17.06,1.0,0.1171224608724608,0.0,9.0
6,1,97.65,2.0,1.0,18.65,1.0,0.1171224608724608,1.0,5.0
375,1,137.43,1.0,8.0,112.43,1.0,0.034090909090909,1.0,13.0
236,1,100.86,4.156186520855942,2.0,20.96,1.0,0.0091054778554778,1.0,28.0
328,1,71.82000000000001,3.0,1.0,11.92,1.0,0.419320263070263,0.5,14.0
148,1,50.72,5.0,5.0,18.23,1.0,0.1171224608724608,1.0,13.0
269,1,85.45,2.0,1.0,26.55,1.0,0.0136426073926073,0.0,44.0
30,1,98.46,4.0,1.0,19.46,1.0,0.0166916416916416,0.0,11.0
218,1,90.31,3.0,1.0,8.32,1.0,0.419320263070263,1.0,7.0
297,1,60.63,5.0,1.0,11.73,1.0,0.419320263070263,1.0,1.0
218,1,41.06,3.0,1.0,16.11,1.0,0.419320263070263,0.0,9.0
493,1,297.14,3.0,10.0,28.14,1.0,0.0098755411255411,1.0,18.0
260,1,57.55,3.0,1.0,7.78,1.0,0.419320263070263,0.0,7.0
343,1,336.31,4.0,1.0,51.34,3.0,0.020302614052614,0.0,11.0
570,2,809.5699999999999,2.5,10.0,76.305,2.0,0.0508033633033633,1.0,13.5
170,1,112.54,5.0,1.0,18.54,1.0,0.0367236929736929,1.0,13.0
228,1,151.3,5.0,8.0,21.4,1.0,0.0549138361638361,1.0,10.0
177,1,60.23,1.0,2.0,18.23,1.0,0.128798285048285,1.0,36.0
377,1,19.78,5.0,1.0,7.78,1.0,0.419320263070263,0.0,8.0
44,1,149.0,4.0,7.0,19.01,1.0,0.1171224608724608,1.0,7.0
19,1,220.39,5.0,4.0,61.39,1.0,0.000801282051282,1.0,18.0
128,1,67.23,2.0,1.0,18.23,1.0,0.128798285048285,0.0,18.0
386,1,97.87,4.0,1.0,7.88,1.0,0.419320263070263,0.0,5.0
57,1,335.86,4.0,5.0,35.86,1.0,0.128798285048285,1.0,37.0
287,1,176.36,4.0,3.0,17.36,1.0,0.0508033633033633,1.0,6.0
238,1,67.73,5.0,1.0,12.73,1.0,0.419320263070263,1.0,5.0
293,1,354.16,4.0,4.0,84.18,2.0,0.419320263070263,1.0,12.0
418,1,102.03,5.0,8.0,12.13,1.0,0.419320263070263,1.0,10.0
216,1,101.62,4.0,1.0,12.13,1.0,0.419320263070263,1.0,12.0
196,1,104.37,3.0,1.0,50.37,3.0,0.1171224608724608,1.0,6.0
138,1,110.33,3.0,1.0,22.33,1.0,0.128798285048285,1.0,21.0
136,1,116.32,4.0,3.0,18.52,2.0,0.419320263070263,0.5,1.0
382,1,56.78,5.0,5.0,16.79,1.0,0.034090909090909,1.0,8.0
230,1,81.63,5.0,1.0,11.73,1.0,0.419320263070263,0.0,8.0
174,1,48.22,5.0,2.0,18.23,1.0,0.0549138361638361,1.0,19.0
284,1,103.42,5.0,2.0,23.43,1.0,0.1171224608724608,1.0,26.0
84,1,71.35,5.0,3.0,12.85,1.0,0.419320263070263,1.0,6.0
358,1,241.22,5.0,1.0,16.32,1.0,0.128798285048285,0.0,22.0
91,1,173.46,5.0,8.0,13.56,1.0,0.419320263070263,1.0,3.0
288,1,40.09,5.0,1.0,15.1,1.0,0.1171224608724608,1.0,7.0
383,1,664.92,4.0,8.0,35.92,1.0,0.419320263070263,1.0,6.0
384,1,215.01,5.0,10.0,15.01,1.0,0.419320263070263,1.0,6.0
45,1,168.8,5.0,2.0,19.15,1.0,0.1171224608724608,1.0,4.0
64,1,142.82,5.0,1.0,34.82,1.0,0.419320263070263,0.0,2.0
379,1,351.0,4.0,1.0,87.01,1.0,0.0367236929736929,0.0,17.0
27,1,52.63,5.0,1.0,7.58,1.0,0.419320263070263,1.0,5.0
110,1,451.94,5.0,1.0,92.14,2.0,0.034090909090909,0.0,20.0
331,1,36.69,5.0,1.0,16.79,1.0,0.1171224608724608,1.0,13.0
503,1,51.68,5.0,4.0,22.28,1.0,0.0091054778554778,1.0,27.0
342,2,491.63,5.0,7.0,21.365,1.0,0.1171224608724608,1.0,13.5
462,1,772.51,5.0,10.0,13.51,1.0,0.419320263070263,1.0,3.0
691,1,82.08,5.0,1.0,12.09,1.0,0.419320263070263,1.0,7.0
159,3,263.8,4.666666666666667,1.0,12.966666666666669,1.6666666666666667,0.419320263070263,1.0,2.6666666666666665
465,1,395.58,3.0,6.0,15.68,1.0,0.419320263070263,1.0,7.0
388,1,108.89,5.0,1.0,15.4,1.0,0.0367236929736929,1.0,9.0
311,1,26.11,5.0,1.0,8.11,1.0,0.419320263070263,1.0,1.0
134,1,94.51,1.0,1.0,14.52,1.0,0.419320263070263,0.0,8.0
496,1,328.42,5.0,5.0,68.52,1.0,0.128798285048285,1.0,12.0
266,1,84.49,4.0,1.0,13.52,1.0,0.419320263070263,1.0,21.0
505,1,197.52,3.0,8.0,27.62,1.0,0.0204274891774891,1.0,24.0
259,2,1297.47,1.0,1.0,31.775,1.5,0.1171224608724608,0.0,22.0
208,1,640.43,5.0,3.0,20.78,1.0,0.020302614052614,1.0,12.0
368,1,152.4,2.0,3.0,54.4,2.0,0.0054008491508491,1.0,48.0
412,1,233.04,5.0,1.0,13.04,1.0,0.419320263070263,1.0,11.0
162,1,62.69,5.0,2.0,12.79,1.0,0.419320263070263,1.0,6.0
131,1,200.87,4.0,1.0,41.87,1.0,0.0549138361638361,0.0,13.0
487,1,74.74,5.0,3.0,24.84,1.0,0.0166916416916416,1.0,7.0
138,1,206.11,5.0,3.0,16.21,1.0,0.419320263070263,1.0,9.0
65,1,135.94,4.0,2.0,15.94,1.0,0.419320263070263,1.0,7.0
14,1,68.43,5.0,1.0,19.53,1.0,0.128798285048285,0.0,12.0
448,1,309.99,5.0,6.0,30.99,1.0,0.0072115384615384,1.0,14.0
218,1,431.65,5.0,8.0,11.75,1.0,0.419320263070263,1.0,6.0
27,1,124.56,5.0,2.0,15.86,1.0,0.419320263070263,1.0,6.0
148,1,83.75,5.0,3.0,13.85,1.0,0.419320263070263,1.0,8.0
265,1,177.8,4.0,1.0,27.9,1.0,0.0136426073926073,0.0,21.0
165,1,34.12,5.0,1.0,15.23,1.0,0.0204274891774891,1.0,19.0
286,1,209.94,4.0,1.0,15.94,2.0,0.419320263070263,0.0,5.0
277,1,31.09,1.0,1.0,15.1,1.0,0.0367236929736929,1.0,32.0
149,1,172.29,4.0,10.0,13.29,1.0,0.128798285048285,1.0,15.0
435,1,82.67,5.0,4.0,27.54,1.0,0.419320263070263,1.0,2.0
169,1,98.82,5.0,3.0,8.92,1.0,0.419320263070263,1.0,3.0
371,1,244.35,5.0,1.0,17.35,1.0,0.0367236929736929,0.0,18.0
367,1,84.34,1.0,8.0,25.44,1.0,0.0075445387945387,1.0,47.0
101,1,77.77,5.0,1.0,7.87,1.0,0.1171224608724608,1.0,12.0
360,2,604.79,4.5,13.5,13.525,1.0,0.419320263070263,1.0,11.5
144,1,116.9,5.0,1.0,17.0,1.0,0.419320263070263,0.0,10.0
196,1,171.83,5.0,1.0,15.84,1.0,0.128798285048285,1.0,27.0
269,1,365.99,5.0,2.0,17.19,1.0,0.1171224608724608,1.0,10.0
311,1,103.37,5.0,2.0,14.37,1.0,0.0549138361638361,1.0,15.0
13,1,172.09,5.0,2.0,16.19,1.0,0.128798285048285,1.0,6.0
124,1,555.67,4.0,7.0,15.68,1.0,0.419320263070263,1.0,4.0
183,1,55.1,5.0,1.0,15.11,1.0,0.0508033633033633,1.0,12.0
135,1,48.73,4.0,4.0,18.23,1.0,0.0204274891774891,1.0,17.0
259,1,57.68,5.0,1.0,7.78,1.0,0.419320263070263,1.0,8.0
279,1,304.7,5.0,10.0,26.7,1.0,0.419320263070263,1.0,11.0
411,1,118.93,5.0,2.0,19.93,1.0,0.034090909090909,1.0,17.0
231,1,45.09,5.0,2.0,15.1,1.0,0.0367236929736929,1.0,20.0
16,1,97.45,4.0,8.0,18.65,1.0,0.1171224608724608,1.0,4.0
252,1,207.27,4.0,2.0,57.28,1.0,0.0549138361638361,1.0,23.0
